,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
27338,43.0,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
12636,32.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
17428,53.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
14626,49.0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
7390,30.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26400,40.0,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
7092,36.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
12886,26.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
2849,43.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
7135,57.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
21130,35.0,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,80.0,United-States,>50K
21539,46.0,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,54.0,United-States,<=50K
11579,59.0,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
22012,22.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
24247,36.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20016,32.0,Private,9th,5,Separated,Other-service,Unmarried,Other,Female,0.0,0.0,40.0,Mexico,<=50K
1112,21.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,1719.0,30.0,United-States,<=50K
32028,35.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
17810,30.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,30.0,United-States,<=50K
101,46.0,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,55.0,United-States,>50K
4714,33.0,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,United-States,>50K
24011,53.0,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25471,29.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0.0,0.0,50.0,United-States,<=50K
20810,34.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
12866,33.0,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
17568,53.0,Private,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0.0,0.0,22.0,United-States,<=50K
4310,30.0,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22391,60.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
8470,47.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28859,49.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27259,27.0,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,42.0,United-States,>50K
28939,36.0,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
11940,36.0,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
759,30.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
12216,37.0,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
646,31.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1902.0,20.0,United-States,>50K
13570,36.0,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,45.0,United-States,<=50K
32096,20.0,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
12257,23.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
5840,21.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
22379,50.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
29242,74.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,30.0,United-States,>50K
9994,49.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,Greece,<=50K
3313,51.0,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,30.0,United-States,>50K
5670,43.0,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
16817,26.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
27016,25.0,State-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
28449,26.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
95,46.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,2415.0,35.0,Philippines,>50K
3212,53.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,4787.0,0.0,46.0,United-States,>50K
5636,36.0,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,0.0,21.0,Haiti,<=50K
23260,35.0,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
20126,22.0,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,0.0,0.0,38.0,United-States,<=50K
13574,49.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11928,42.0,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,41.0,United-States,<=50K
27948,27.0,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
22507,19.0,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,10.0,United-States,<=50K
29682,58.0,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
6474,45.0,State-gov,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
6364,23.0,Private,11th,7,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
29667,27.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
12536,47.0,Federal-gov,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
17586,42.0,Private,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
25877,53.0,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
17812,51.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27278,48.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
12704,27.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,80.0,United-States,>50K
18746,31.0,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,Mexico,<=50K
7330,28.0,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25221,56.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24058,36.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
8262,19.0,Private,9th,5,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
7483,37.0,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11209,48.0,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20556,54.0,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27328,28.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50.0,United-States,<=50K
2825,35.0,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,35.0,United-States,>50K
450,26.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
22273,22.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
17075,52.0,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
6572,24.0,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
14701,39.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,>50K
21443,59.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
31272,32.0,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
16291,58.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
9920,30.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,50.0,Taiwan,<=50K
21833,49.0,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
24403,18.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
15795,41.0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
7488,51.0,Private,HS-grad,9,Divorced,Priv-house-serv,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
22856,29.0,Self-emp-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,80.0,United-States,<=50K
16067,27.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
27333,39.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
12183,75.0,Private,10th,6,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,1.0,China,<=50K
2516,41.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,55.0,United-States,>50K
9972,66.0,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
11377,22.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
13624,26.0,Private,HS-grad,9,Never-married,Tech-support,Other-relative,Black,Male,0.0,0.0,40.0,United-States,<=50K
23333,34.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
16060,39.0,Private,11th,7,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
8816,53.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
18890,26.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
22155,30.0,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,Mexico,<=50K
23640,35.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
18369,29.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
30337,27.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
5853,55.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
15305,21.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
11955,20.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
9985,72.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,25.0,United-States,>50K
8720,43.0,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
30767,43.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20197,43.0,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
6520,37.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,55.0,United-States,<=50K
25050,58.0,Private,11th,7,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21002,56.0,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,50.0,Haiti,<=50K
14607,34.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26482,42.0,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
137,21.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,48.0,United-States,<=50K
28697,34.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
20498,73.0,Local-gov,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,6.0,United-States,<=50K
29971,18.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
9519,19.0,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
13389,46.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
15772,27.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
16242,17.0,Private,10th,6,Never-married,Sales,Own-child,White,Male,0.0,0.0,5.0,United-States,<=50K
12383,39.0,Private,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
19890,59.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
3218,29.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650.0,0.0,40.0,United-States,<=50K
8387,27.0,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,35.0,Philippines,<=50K
18914,21.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15344,20.0,Private,10th,6,Separated,Sales,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
4533,46.0,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
28071,30.0,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,France,<=50K
3780,20.0,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,2961.0,0.0,35.0,United-States,<=50K
5171,32.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11466,17.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
16358,28.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
14425,37.0,Federal-gov,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
5622,36.0,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
22005,28.0,Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
21121,20.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
20059,30.0,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28677,45.0,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
5059,51.0,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
4412,37.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
6045,35.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
27038,50.0,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
6093,47.0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,Italy,>50K
18420,38.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
7020,52.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
2559,48.0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,55.0,United-States,>50K
14731,25.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
32065,19.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,14.0,United-States,<=50K
9432,43.0,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11130,40.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
2609,61.0,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,Poland,>50K
27622,40.0,Private,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
8249,66.0,State-gov,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
13598,27.0,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
10520,45.0,State-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
28259,60.0,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,49.0,United-States,<=50K
21266,22.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,25.0,United-States,<=50K
7750,58.0,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
30247,53.0,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
10784,27.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13174,56.0,Self-emp-inc,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
19002,51.0,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27633,22.0,Private,10th,6,Separated,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
29063,38.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
13799,33.0,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
21791,41.0,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
17073,28.0,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,45.0,United-States,<=50K
3949,68.0,Federal-gov,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,Female,2346.0,0.0,40.0,United-States,<=50K
